ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_074,random_loc,all_pa,3,all,cb4,201.79610170883865,71.00024974674284,6,164.1533709943761,164.35335864249657
sub_074,random_loc,all_pa,4,1,cb4,110.03059821679291,NA,1,NA,NA
sub_074,random_loc,all_pa,4,2,cb4,168.68467521775744,NA,1,NA,NA
sub_074,random_loc,all_pa,4,3,cb4,115.08452410583817,16.62328567316796,2,NA,NA
sub_074,random_loc,all_pa,4,4,cb4,168.53628825451912,64.2681010628492,2,NA,NA
sub_074,random_loc,all_pa,4,all,cb4,140.99281635921082,42.40751193645839,6,162.43323874752622,162.8089254161365
sub_074,random_loc,all_pa,5,1,cb4,NA,NA,1,NA,NA
sub_074,random_loc,all_pa,5,2,cb4,100.951818474559,NA,1,NA,NA
sub_074,random_loc,all_pa,5,3,cb4,156.45703210622537,60.06765529741761,2,NA,NA
sub_074,random_loc,all_pa,5,4,cb4,87.29389838395002,7.204189150107354,2,NA,NA
sub_074,random_loc,all_pa,5,all,cb4,117.69073589098195,46.88763647238878,6,160.88877475378882,161.27900527311337
sub_074,random_loc,all_pa,6,1,cb4,228.6921676488841,NA,1,NA,NA
sub_074,random_loc,all_pa,6,2,cb4,139.855352608759,NA,1,NA,NA
sub_074,random_loc,all_pa,6,3,cb4,156.5979040870379,NA,2,NA,NA
sub_074,random_loc,all_pa,6,4,cb4,73.8552289863948,NA,2,NA,NA
sub_074,random_loc,all_pa,6,all,cb4,149.75016333276895,63.60471664268209,6,159.50203891861122,159.7634618335667
sub_074,random_loc,all_pa,7,1,cb4,388.0774907076489,NA,1,NA,NA
sub_074,random_loc,all_pa,7,2,cb4,NA,NA,1,NA,NA
sub_074,random_loc,all_pa,7,3,cb4,110.12910437956943,58.521489565919744,2,NA,NA
sub_074,random_loc,all_pa,7,4,cb4,139.82837409244777,52.70935712727183,2,NA,NA
sub_074,random_loc,all_pa,7,all,cb4,177.59848953033665,124.96184428857813,6,158.25692327696248,158.26215999920146
sub_074,random_loc,all_pa,8,1,cb4,232.8099037711783,NA,1,NA,NA
sub_074,random_loc,all_pa,8,2,cb4,114.88447035313482,NA,1,NA,NA
sub_074,random_loc,all_pa,8,3,cb4,169.55070995113087,14.05231347647918,2,NA,NA
sub_074,random_loc,all_pa,8,4,cb4,134.87454067996975,NA,2,NA,NA
sub_074,random_loc,all_pa,8,all,cb4,164.33406694130892,45.42565564318163,6,157.13896488737504,156.77496594124517
sub_074,random_loc,far,1,all,cb4,160.45108902105733,38.888913613000504,2,167.17674494272097,163.010521416331
sub_074,random_loc,far,2,all,cb4,NA,NA,2,155.67584837949386,155.6612935455477
sub_074,random_loc,far,3,all,cb4,171.2642251448128,NA,2,146.45787453194686,148.64340103782814
sub_074,random_loc,far,4,all,cb4,124.96542015496625,2.6495884720923017,2,139.06966428356088,141.94190584461182
sub_074,random_loc,far,5,all,cb4,145.65965394097344,75.337453936788,2,133.14801039550167,135.54254338995733
sub_074,random_loc,far,6,all,cb4,115.22656653671635,58.50790665718003,2,128.40180209997743,129.43169220744872
sub_074,random_loc,far,7,all,cb4,85.65269624907009,23.90662122958848,2,124.59771398366128,123.59634494600297
sub_074,random_loc,far,8,all,cb4,157.18086839083907,31.545911175450197,2,121.54873562121897,118.0240806828625
sub_074,random_loc,near,1,all,cb4,120.27202920652782,4.537915639791746,2,113.98945039212697,115.150133346392
sub_074,random_loc,near,2,all,cb4,95.91787767571017,NA,2,120.66282538355347,120.74256941316646
sub_074,random_loc,near,3,all,cb4,151.169029365982,NA,2,127.26111584801652,126.60661038609311
sub_074,random_loc,near,4,all,cb4,158.65539220539102,78.24179826392486,2,133.7851665883628,132.75544715804315
sub_074,random_loc,near,5,all,cb4,98.09127654920195,22.473987789477736,2,140.23581290226002,139.2029112570561
sub_074,random_loc,near,6,all,cb4,NA,NA,2,146.61388068914368,145.96350595973132
sub_074,random_loc,near,7,all,cb4,164.3047822229471,18.094488790940567,2,152.92018655595905,153.05243891568804
sub_074,random_loc,near,8,all,cb4,159.61422380055333,NA,2,159.15553792171556,160.48565635647972
sub_074,no_schema,all_pa,1,1,cb4,266.9227089326521,NA,1,NA,NA
sub_074,no_schema,all_pa,1,2,cb4,NA,NA,1,NA,NA
sub_074,no_schema,all_pa,1,3,cb4,NA,NA,2,NA,NA
sub_074,no_schema,all_pa,1,4,cb4,151.94763245214617,NA,2,NA,NA
sub_074,no_schema,all_pa,1,all,cb4,209.43517069239914,81.29965624680766,6,209.09142477435802,191.465850722488
sub_074,no_schema,all_pa,2,1,cb4,289.5318657660074,NA,1,NA,NA
sub_074,no_schema,all_pa,2,2,cb4,245.609899593482,NA,1,NA,NA
sub_074,no_schema,all_pa,2,3,cb4,46.43860667002322,NA,2,NA,NA
sub_074,no_schema,all_pa,2,4,cb4,140.98590610103398,56.33203611788036,2,NA,NA
sub_074,no_schema,all_pa,2,all,cb4,172.7104368463161,100.11536222645522,6,170.58258859699174,175.0049935497054
sub_074,no_schema,all_pa,3,1,cb4,68.73282544712761,NA,1,NA,NA
sub_074,no_schema,all_pa,3,2,cb4,266.2848937760464,NA,1,NA,NA
sub_074,no_schema,all_pa,3,3,cb4,150.88168558974107,139.31733259398592,2,NA,NA
sub_074,no_schema,all_pa,3,4,cb4,110.74807911223718,22.71007600922156,2,NA,NA
sub_074,no_schema,all_pa,3,all,cb4,143.04620810452175,92.56829574873281,6,147.68871926852609,159.95932252024963
sub_074,no_schema,all_pa,4,1,cb4,NA,NA,1,NA,NA
sub_074,no_schema,all_pa,4,2,cb4,NA,NA,1,NA,NA
sub_074,no_schema,all_pa,4,3,cb4,NA,NA,2,NA,NA
sub_074,no_schema,all_pa,4,4,cb4,116.96696331790656,NA,2,NA,NA
sub_074,no_schema,all_pa,4,all,cb4,116.96696331790656,NA,6,134.0780962308733,146.2071701049488
sub_074,no_schema,all_pa,5,1,cb4,102.57526831037447,NA,1,NA,NA
sub_074,no_schema,all_pa,5,2,cb4,299.2992142544319,NA,1,NA,NA
sub_074,no_schema,all_pa,5,3,cb4,185.99272617350692,NA,2,NA,NA
sub_074,no_schema,all_pa,5,4,cb4,116.87062423882574,83.31259875612872,2,NA,NA
sub_074,no_schema,all_pa,5,all,cb4,164.32169144319295,92.12136403870238,6,125.9864513972605,133.63732887397873
sub_074,no_schema,all_pa,6,1,cb4,98.59322070479953,NA,1,NA,NA
sub_074,no_schema,all_pa,6,2,cb4,238.73600279036322,NA,1,NA,NA
sub_074,no_schema,all_pa,6,3,cb4,76.7588434158763,17.694848652085618,2,NA,NA
sub_074,no_schema,all_pa,6,4,cb4,103.52894948738097,4.428653014625473,2,NA,NA
sub_074,no_schema,all_pa,6,all,cb4,116.31746821694622,61.79001409324233,6,121.1758915917173,122.14815221273108
sub_074,no_schema,all_pa,7,1,cb4,104.93196328547995,NA,1,NA,NA
sub_074,no_schema,all_pa,7,2,cb4,65.30305049015944,NA,1,NA,NA
sub_074,no_schema,all_pa,7,3,cb4,48.96255436185553,37.56207255505123,2,NA,NA
sub_074,no_schema,all_pa,7,4,cb4,149.16155232232722,24.300459852286327,2,NA,NA
sub_074,no_schema,all_pa,7,all,cb4,94.41387119066748,51.15809489879284,6,118.31596803864961,111.64673235166485
sub_074,no_schema,all_pa,8,1,cb4,102.63481095098929,NA,1,NA,NA
sub_074,no_schema,all_pa,8,2,cb4,112.60656465464308,NA,1,NA,NA
sub_074,no_schema,all_pa,8,3,cb4,116.95148871820834,18.459146163780808,2,NA,NA
sub_074,no_schema,all_pa,8,4,cb4,154.39700449685174,9.494820232295151,2,NA,NA
sub_074,no_schema,all_pa,8,all,cb4,126.32306033929208,24.216161924262924,6,116.61571628833015,102.04814906324145
sub_074,no_schema,far,1,all,cb4,151.94763245214617,NA,2,120.68434335212999,120.560172093865
sub_074,no_schema,far,2,all,cb4,101.15314136403525,NA,2,121.30123044189224,121.20417943203988
sub_074,no_schema,far,3,all,cb4,89.58799141766583,52.634959007888405,2,121.9174685972531,121.85162692333014
sub_074,no_schema,far,4,all,cb4,116.96696331790656,NA,2,122.5330585008594,122.50253294431752
sub_074,no_schema,far,5,all,cb4,175.7815277775583,NA,2,123.14800083463933,123.15691596974757
sub_074,no_schema,far,6,all,cb4,97.96573547769029,12.296225717514043,2,123.76229627980422,123.81479457305404
sub_074,no_schema,far,7,all,cb4,103.75074147788874,39.9201247222778,2,124.37594551684856,124.47618742688624
sub_074,no_schema,far,8,all,cb4,145.55746620739313,21.995815166363776,2,124.98894922555087,125.14111330363873
sub_074,no_schema,near,1,all,cb4,NA,NA,2,146.847203954446,144.486390531231
sub_074,no_schema,near,2,all,cb4,113.62863875402795,95.02105462948289,2,138.27513109128057,137.54883951904156
sub_074,no_schema,near,3,all,cb4,172.04177328431243,109.39244959531909,2,130.6441847055563,130.9443967938664
sub_074,no_schema,near,4,all,cb4,NA,NA,2,123.85103867526291,124.6570680760695
sub_074,no_schema,near,5,all,cb4,121.97622343680007,90.5330063859452,2,117.80371103642361,118.6716270554443
sub_074,no_schema,near,6,all,cb4,82.32205742556698,25.562421354974187,2,112.42031850984046,112.97357851696476
sub_074,no_schema,near,7,all,cb4,94.37336520629401,101.78265712961536,2,107.62796776814426,107.54912323706337
sub_074,no_schema,near,8,all,cb4,125.79102700766694,30.960141097849434,2,103.36176843045394,102.3851245654231
sub_075,schema_c,all_pa,1,1,cb3,395.0032263515388,NA,1,NA,NA
sub_075,schema_c,all_pa,1,2,cb3,216.31762174303438,NA,1,NA,NA
sub_075,schema_c,all_pa,1,3,cb3,120.33392112778316,74.53071510207377,2,NA,NA
sub_075,schema_c,all_pa,1,4,cb3,248.9499500817128,0.9239815087631985,2,NA,NA
sub_075,schema_c,all_pa,1,all,cb3,224.98143175226085,107.32132703215046,6,225.16958347680196,213.11508504432
sub_075,schema_c,all_pa,2,1,cb3,47.455098020391866,NA,1,NA,NA
sub_075,schema_c,all_pa,2,2,cb3,51.33895671478434,NA,1,NA,NA
sub_075,schema_c,all_pa,2,3,cb3,104.62786357714603,94.8977731201623,2,NA,NA
