ptp,counterbalancing,condition,hidden_pa_img_row_number_across_blocks,mouse_error_mean,mouse_error_sd,mouse_error_n,border_dist_closest,hidden_pa_img_type
sub_060,cb3,schema_2_2,5,26.2151438389685,23.04171809280824,2,all,far
sub_060,cb3,schema_2_2,6,34.57910238468338,12.722653504801201,2,all,far
sub_060,cb3,schema_2_2,7,22.944471932267557,23.574153668007575,2,all,far
sub_060,cb3,schema_2_2,8,28.09086552820435,4.217653781042667,2,all,far
sub_060,cb3,schema_2_2,1,117.88723611465645,76.13492951093541,2,all,near
sub_060,cb3,schema_2_2,2,79.45238498702284,23.115128355439477,2,all,near
sub_060,cb3,schema_2_2,3,65.084069224935,19.711671298709373,2,all,near
sub_060,cb3,schema_2_2,4,30.54834017819025,30.59827313519113,2,all,near
sub_060,cb3,schema_2_2,5,41.957369513660424,8.426285132188571,2,all,near
sub_060,cb3,schema_2_2,6,15.740048958603493,17.44371553603633,2,all,near
sub_060,cb3,schema_2_2,7,21.57112825068111,17.25945309463657,2,all,near
sub_060,cb3,schema_2_2,8,20.611743661565814,10.945880074275804,2,all,near
sub_060,cb3,schema_4_2,1,181.16076915197357,4.301225082504939,2,all,far
sub_060,cb3,schema_4_2,2,129.4339011248897,89.13065312149489,2,all,far
sub_060,cb3,schema_4_2,3,55.75303357220446,7.021669436321672,2,all,far
sub_060,cb3,schema_4_2,4,98.12650764576173,59.245367676909666,2,all,far
sub_060,cb3,schema_4_2,5,59.83314904610532,10.768885603105865,2,all,far
sub_060,cb3,schema_4_2,6,41.797534809715444,20.75429207033908,2,all,far
sub_060,cb3,schema_4_2,7,21.73535974951941,5.885936187016515,2,all,far
sub_060,cb3,schema_4_2,8,38.74573212252982,30.670903658973085,2,all,far
sub_060,cb3,schema_4_2,1,105.08091129664166,30.80971894184172,2,all,near
sub_060,cb3,schema_4_2,2,70.50872589025359,41.64836450338467,2,all,near
sub_060,cb3,schema_4_2,3,59.490902208968535,28.606594132586103,2,all,near
sub_060,cb3,schema_4_2,4,37.50823704978454,19.47511684111204,2,all,near
sub_060,cb3,schema_4_2,5,62.898746024022174,4.600827789836742,2,all,near
sub_060,cb3,schema_4_2,6,63.50783726736802,10.248174490299716,2,all,near
sub_060,cb3,schema_4_2,7,18.821250504964034,11.804635868988386,2,all,near
sub_060,cb3,schema_4_2,8,21.085418619222317,18.84595082358358,2,all,near
sub_060,cb3,schema_4_4,1,110.33777835075736,24.62448784627627,2,all,far
sub_060,cb3,schema_4_4,2,106.74371585761773,28.470257537814113,2,all,far
sub_060,cb3,schema_4_4,3,73.64603187787029,25.133196011262665,2,all,far
sub_060,cb3,schema_4_4,4,37.08341965020957,17.608940585566927,2,all,far
sub_060,cb3,schema_4_4,5,63.66012037413475,31.97646341224233,2,all,far
sub_060,cb3,schema_4_4,6,15.668564074990396,3.6429059978217473,2,all,far
sub_060,cb3,schema_4_4,7,55.29527230288723,41.36900151505026,2,all,far
sub_060,cb3,schema_4_4,8,18.828583096949036,6.159138054605944,2,all,far
sub_060,cb3,schema_4_4,1,156.40145163947693,25.62370136823308,2,all,near
sub_060,cb3,schema_4_4,2,69.23039996627749,23.5730786639798,2,all,near
sub_060,cb3,schema_4_4,3,28.639317336159692,9.824871587821043,2,all,near
sub_060,cb3,schema_4_4,4,159.42596329114258,129.5070043629387,2,all,near
sub_060,cb3,schema_4_4,5,106.68793594429181,106.58655048632104,2,all,near
sub_060,cb3,schema_4_4,6,15.219513410913127,3.1933594770646168,2,all,near
sub_060,cb3,schema_4_4,7,70.78829226522247,67.57912087343678,2,all,near
sub_060,cb3,schema_4_4,8,14.75591913892763,0.9386412576411078,2,all,near
sub_060,cb3,schema_6_0,1,128.2020281491871,110.11620770819407,2,all,far
sub_060,cb3,schema_6_0,2,73.17052267706754,73.43959058636939,2,all,far
sub_060,cb3,schema_6_0,3,76.7318656319446,34.721799153362745,2,all,far
sub_060,cb3,schema_6_0,4,50.78953891327741,2.0212229262059673,2,all,far
sub_060,cb3,schema_6_0,5,103.30314084690552,36.7539052413871,2,all,far
sub_060,cb3,schema_6_0,6,130.77314976832335,82.71849985044095,2,all,far
sub_060,cb3,schema_6_0,7,62.481577612814505,34.868069722766926,2,all,far
sub_060,cb3,schema_6_0,8,38.018808156546385,15.410193732575413,2,all,far
sub_060,cb3,schema_6_0,1,163.1432533744828,89.69790754042243,2,all,near
sub_060,cb3,schema_6_0,2,61.43028661874794,75.46822432142231,2,all,near
sub_060,cb3,schema_6_0,3,59.37647895707844,43.67056335417264,2,all,near
sub_060,cb3,schema_6_0,4,19.928248233087743,13.060406007181905,2,all,near
sub_060,cb3,schema_6_0,5,34.7929272802289,6.2773428213671245,2,all,near
sub_060,cb3,schema_6_0,6,21.063419900626066,2.0100483903085338,2,all,near
sub_060,cb3,schema_6_0,7,26.014647066084407,1.6654613191829006,2,all,near
sub_060,cb3,schema_6_0,8,13.609519979106764,7.727793490262929,2,all,near
sub_061,cb3,schema_2_2,1,281.78729295334443,59.66043369687817,2,all,far
sub_061,cb3,schema_2_2,2,151.2066769304069,95.42803051153965,2,all,far
sub_061,cb3,schema_2_2,3,50.49843379175785,24.907396351119658,2,all,far
sub_061,cb3,schema_2_2,4,54.110295317895464,47.62350541325281,2,all,far
sub_061,cb3,schema_2_2,5,39.08558314540389,36.73504283342742,2,all,far
sub_061,cb3,schema_2_2,6,62.35163380533615,39.82451747475061,2,all,far
sub_061,cb3,schema_2_2,7,37.361378848893644,31.484130858749413,2,all,far
sub_061,cb3,schema_2_2,8,11.469943195382292,8.849158526865994,2,all,far
sub_061,cb3,schema_2_2,1,139.8373954798579,50.55360822014854,2,all,near
sub_061,cb3,schema_2_2,2,139.99759749808024,162.71552369940923,2,all,near
sub_061,cb3,schema_2_2,3,36.304359412347694,27.56308170243561,2,all,near
sub_061,cb3,schema_2_2,4,58.30971916777117,0.7002725569647926,2,all,near
sub_061,cb3,schema_2_2,5,40.75936733348702,33.79646105397031,2,all,near
sub_061,cb3,schema_2_2,6,49.719609049114155,65.88330785706573,2,all,near
sub_061,cb3,schema_2_2,7,32.23590242087939,20.271833549224986,2,all,near
sub_061,cb3,schema_2_2,8,38.118512109309094,18.242180861593386,2,all,near
sub_061,cb3,schema_4_2,1,124.77337154537557,24.017533988774066,2,all,far
sub_061,cb3,schema_4_2,2,169.82223470065287,42.46170782042373,2,all,far
sub_061,cb3,schema_4_2,3,123.62740753033955,4.601648881198587,2,all,far
sub_061,cb3,schema_4_2,4,161.8287187830844,60.88619739869218,2,all,far
sub_061,cb3,schema_4_2,5,87.70376493613334,14.829035313763042,2,all,far
sub_061,cb3,schema_4_2,6,148.51568967893627,52.76640417842103,2,all,far
sub_061,cb3,schema_4_2,7,129.2351826530259,52.83134187640254,2,all,far
sub_061,cb3,schema_4_2,8,64.50085721647743,42.49780929575805,2,all,far
sub_061,cb3,schema_4_2,1,213.95310708477828,140.52215439013267,2,all,near
sub_061,cb3,schema_4_2,2,157.91883181278786,29.531120200384393,2,all,near
sub_061,cb3,schema_4_2,3,118.93540355305933,62.04208571530726,2,all,near
sub_061,cb3,schema_4_2,4,30.507677822256657,20.094697751994655,2,all,near
sub_061,cb3,schema_4_2,5,27.525946521263418,NA,2,all,near
sub_061,cb3,schema_4_2,6,34.44835400886801,0.5379175271992301,2,all,near
sub_061,cb3,schema_4_2,7,51.67729279158554,25.131928725308235,2,all,near
sub_061,cb3,schema_4_2,8,27.714242192248577,17.53543233203364,2,all,near
sub_061,cb3,schema_4_4,1,211.20012367801013,109.55422565405607,2,all,far
sub_061,cb3,schema_4_4,2,158.81670808962497,31.696590833286294,2,all,far
sub_061,cb3,schema_4_4,3,180.04343652828692,93.83934173613713,2,all,far
sub_061,cb3,schema_4_4,4,84.21195457846285,44.138299624807516,2,all,far
sub_061,cb3,schema_4_4,5,130.47822342545334,139.98259355149838,2,all,far
sub_061,cb3,schema_4_4,6,60.32104321594407,56.82215946752473,2,all,far
sub_061,cb3,schema_4_4,7,103.14439525029906,94.90765723159821,2,all,far
sub_061,cb3,schema_4_4,8,68.82493527115714,67.6563914961107,2,all,far
sub_061,cb3,schema_4_4,1,261.3348774755667,4.511856114219611,2,all,near
sub_061,cb3,schema_4_4,2,272.23255738055366,45.18069408708145,2,all,near
sub_061,cb3,schema_4_4,3,244.5695810084847,43.92928811686338,2,all,near
sub_061,cb3,schema_4_4,4,128.79005239713973,58.86761068980126,2,all,near
sub_061,cb3,schema_4_4,5,71.24060262116247,48.754027216683326,2,all,near
sub_061,cb3,schema_4_4,6,156.71631149859843,86.84821394964696,2,all,near
sub_061,cb3,schema_4_4,7,15.32389739730985,7.510697437458432,2,all,near
sub_061,cb3,schema_4_4,8,75.69055442567571,61.46718279374995,2,all,near
sub_061,cb3,schema_6_0,1,173.31483432462596,18.408514171092506,2,all,far
sub_061,cb3,schema_6_0,2,155.96618185628887,139.85309906767205,2,all,far
sub_061,cb3,schema_6_0,3,73.10632265075351,73.95101751538263,2,all,far
sub_061,cb3,schema_6_0,4,193.76528083953295,28.827313802071714,2,all,far
sub_061,cb3,schema_6_0,5,88.81803628305885,98.11345384380698,2,all,far
sub_061,cb3,schema_6_0,6,138.0182327582923,190.35687273505658,2,all,far
sub_061,cb3,schema_6_0,7,21.25480648300949,NA,2,all,far
sub_061,cb3,schema_6_0,8,66.02965361609209,68.96828495061452,2,all,far
sub_061,cb3,schema_6_0,1,154.67543074130577,120.27323422881884,2,all,near
sub_061,cb3,schema_6_0,2,129.56443601049435,156.16746790762673,2,all,near
sub_061,cb3,schema_6_0,3,128.97846197342176,173.67323998008106,2,all,near
sub_061,cb3,schema_6_0,4,13.760774921409105,9.265397042567368,2,all,near
sub_061,cb3,schema_6_0,5,15.249183657156182,1.7907792600764005,2,all,near
sub_061,cb3,schema_6_0,6,21.830256299004574,6.557137453196388,2,all,near
sub_061,cb3,schema_6_0,7,30.906575391664955,23.98852966313835,2,all,near
sub_061,cb3,schema_6_0,8,39.87870737506393,8.400022016159904,2,all,near
sub_062,cb1,schema_2_2,1,146.53471488043408,51.161056802865026,2,all,far
sub_062,cb1,schema_2_2,2,90.27486562792423,76.58136805297335,2,all,far
sub_062,cb1,schema_2_2,3,110.91224440574526,94.06069917417928,2,all,far
sub_062,cb1,schema_2_2,4,104.94268828138013,26.84127929849536,2,all,far
sub_062,cb1,schema_2_2,5,86.72646659538638,67.56239202159396,2,all,far
sub_062,cb1,schema_2_2,6,83.53444568379341,70.41638588330865,2,all,far
sub_062,cb1,schema_2_2,7,50.087941861659786,35.06481059232981,2,all,far
sub_062,cb1,schema_2_2,8,23.29807782003624,0.21290047625592176,2,all,far
sub_062,cb1,schema_2_2,1,161.19803962404615,41.361001636912924,2,all,near
sub_062,cb1,schema_2_2,2,157.43942446494796,99.66107160259489,2,all,near
sub_062,cb1,schema_2_2,3,47.0109572370677,7.95997604677679,2,all,near
sub_062,cb1,schema_2_2,4,166.54303054788238,133.8030740924556,2,all,near
sub_062,cb1,schema_2_2,5,107.95056615833572,34.58958251253329,2,all,near
sub_062,cb1,schema_2_2,6,34.24717719199727,14.629364397557005,2,all,near
sub_062,cb1,schema_2_2,7,35.27092435312392,2.9177953339200253,2,all,near
sub_062,cb1,schema_2_2,8,68.30975244866225,39.33905558945611,2,all,near
sub_062,cb1,schema_4_2,1,111.5477845459242,4.193639940709283,2,all,far
sub_062,cb1,schema_4_2,2,130.28410363770251,29.181838639160123,2,all,far
sub_062,cb1,schema_4_2,3,58.354844763521584,1.0730342995569562,2,all,far
sub_062,cb1,schema_4_2,4,112.75916312306254,91.65732755882104,2,all,far
sub_062,cb1,schema_4_2,5,117.55495657611584,130.35902205866665,2,all,far
sub_062,cb1,schema_4_2,6,110.65620686802347,23.962882453153878,2,all,far
sub_062,cb1,schema_4_2,7,62.60431511035888,34.49465864988914,2,all,far
sub_062,cb1,schema_4_2,8,111.87611223866213,21.684062667667643,2,all,far
sub_062,cb1,schema_4_2,1,101.32204700509219,47.055172128134025,2,all,near
sub_062,cb1,schema_4_2,2,116.37266097683917,84.85121129464507,2,all,near
sub_062,cb1,schema_4_2,3,94.511750140598,64.99025899801325,2,all,near
sub_062,cb1,schema_4_2,4,132.1924933756962,52.1021555679454,2,all,near
sub_062,cb1,schema_4_2,5,129.40625001537748,37.798406245889446,2,all,near
sub_062,cb1,schema_4_2,6,26.117280571705795,3.245527096232964,2,all,near
sub_062,cb1,schema_4_2,7,157.00981328842073,113.28799881804134,2,all,near
sub_062,cb1,schema_4_2,8,28.7889393326709,21.100605499841468,2,all,near
sub_062,cb1,schema_4_4,1,123.6830398422405,13.062971488059045,2,all,far
sub_062,cb1,schema_4_4,2,75.62205610854258,67.52481791220694,2,all,far
sub_062,cb1,schema_4_4,3,75.67493681224786,39.917669203255876,2,all,far
sub_062,cb1,schema_4_4,4,64.07682278852906,1.9917276211671326,2,all,far
sub_062,cb1,schema_4_4,5,49.976370207303404,9.333918902192217,2,all,far
sub_062,cb1,schema_4_4,6,61.11298500428283,14.88193659451254,2,all,far
sub_062,cb1,schema_4_4,7,39.03214848190121,22.604461863027627,2,all,far
sub_062,cb1,schema_4_4,8,45.16635782009558,16.38798849351128,2,all,far
sub_062,cb1,schema_4_4,1,39.76191588217475,8.642070670569236,2,all,near
sub_062,cb1,schema_4_4,2,249.91852418453243,68.070587506159,2,all,near
sub_062,cb1,schema_4_4,3,151.40210887760057,90.22802886138729,2,all,near
sub_062,cb1,schema_4_4,4,59.20057694188064,53.951716496425064,2,all,near
sub_062,cb1,schema_4_4,5,59.94011668168252,56.63539339048717,2,all,near
sub_062,cb1,schema_4_4,6,42.938500069759215,35.29553927376119,2,all,near
sub_062,cb1,schema_4_4,7,53.927401120569144,18.45814804902677,2,all,near
sub_062,cb1,schema_4_4,8,25.647172210561276,4.643356211393253,2,all,near
sub_062,cb1,schema_6_0,1,240.092174139549,89.48652649309632,2,all,far
sub_062,cb1,schema_6_0,2,76.47053566246421,89.57278440656032,2,all,far
sub_062,cb1,schema_6_0,3,103.22021697534345,55.90717422133001,2,all,far
sub_062,cb1,schema_6_0,4,107.28175911435176,52.01939713234828,2,all,far
sub_062,cb1,schema_6_0,5,111.78347158236545,65.27378900045805,2,all,far
sub_062,cb1,schema_6_0,6,71.11604475982693,23.611899754868073,2,all,far
sub_062,cb1,schema_6_0,7,23.628600511840013,15.33406398552477,2,all,far
sub_062,cb1,schema_6_0,8,56.93378766337389,1.5826838407795307,2,all,far
sub_062,cb1,schema_6_0,1,124.209255153443,68.70847180897074,2,all,near
sub_062,cb1,schema_6_0,2,184.91933895254317,67.98520318954182,2,all,near
sub_062,cb1,schema_6_0,3,20.208434532261435,8.66797733990597,2,all,near
sub_062,cb1,schema_6_0,4,110.76052878896193,131.28254623843753,2,all,near
sub_062,cb1,schema_6_0,5,127.06515230424716,0.7335565431177936,2,all,near
sub_062,cb1,schema_6_0,6,34.44975682453847,29.873262289487343,2,all,near
sub_062,cb1,schema_6_0,7,30.35490369807419,NA,2,all,near
sub_062,cb1,schema_6_0,8,75.95018697679916,71.40578199153455,2,all,near
sub_063,cb4,schema_2_2,1,104.35157825678246,23.932884778088905,2,all,far
sub_063,cb4,schema_2_2,2,140.6521767152421,57.87485087404275,2,all,far
sub_063,cb4,schema_2_2,3,73.73924314187457,27.12224243846867,2,all,far
sub_063,cb4,schema_2_2,4,146.22656961677524,17.573735214371588,2,all,far
sub_063,cb4,schema_2_2,5,76.86424172493287,37.36079571243421,2,all,far
sub_063,cb4,schema_2_2,6,114.12559921447715,18.675202837911126,2,all,far
sub_063,cb4,schema_2_2,7,46.54252666742893,24.03769260947057,2,all,far
sub_063,cb4,schema_2_2,8,43.76339925400438,1.0551727978292393,2,all,far
sub_063,cb4,schema_2_2,1,203.22391140931495,98.42449465630685,2,all,near
sub_063,cb4,schema_2_2,2,95.77823496471561,94.35230203571624,2,all,near
sub_063,cb4,schema_2_2,3,92.6708737346731,85.80983805984089,2,all,near
sub_063,cb4,schema_2_2,4,23.779729380767463,18.113432212214555,2,all,near
sub_063,cb4,schema_2_2,5,4.847780581101005,NA,2,all,near
sub_063,cb4,schema_2_2,6,16.792884700446795,NA,2,all,near
sub_063,cb4,schema_2_2,7,16.417122749874018,8.115603587084589,2,all,near
sub_063,cb4,schema_2_2,8,13.187754317375429,5.438118468795432,2,all,near
sub_063,cb4,schema_4_2,1,79.07205192064518,38.89890924925338,2,all,far
sub_063,cb4,schema_4_2,2,197.7825912385591,6.052913479157207,2,all,far
sub_063,cb4,schema_4_2,3,82.43665550499563,41.29773255234978,2,all,far
sub_063,cb4,schema_4_2,4,113.20762807789204,122.16363696132903,2,all,far
sub_063,cb4,schema_4_2,5,40.30001623771707,3.008228406146044,2,all,far
sub_063,cb4,schema_4_2,6,124.53311731758956,113.697528834144,2,all,far
sub_063,cb4,schema_4_2,7,43.04018499980126,3.542792829086587,2,all,far
sub_063,cb4,schema_4_2,8,62.00085374744414,15.55147741663623,2,all,far
sub_063,cb4,schema_4_2,1,111.2256142711351,91.15658275274453,2,all,near
sub_063,cb4,schema_4_2,2,28.587031054004377,2.2363039094461112,2,all,near
sub_063,cb4,schema_4_2,3,24.579764701556655,8.821065897772439,2,all,near
sub_063,cb4,schema_4_2,4,89.73986904806608,67.23754197330925,2,all,near
sub_063,cb4,schema_4_2,5,70.56684987953368,92.09556322266204,2,all,near
sub_063,cb4,schema_4_2,6,39.14583895920855,23.228900716565242,2,all,near
sub_063,cb4,schema_4_2,7,19.72436845087969,12.238211575573807,2,all,near
sub_063,cb4,schema_4_2,8,39.6462570840043,20.24395200050385,2,all,near
sub_063,cb4,schema_4_4,1,232.4931014811582,NA,2,all,far
sub_063,cb4,schema_4_4,2,161.7278931798672,122.17904886633642,2,all,far
sub_063,cb4,schema_4_4,3,133.19954646354114,108.69499236622438,2,all,far
sub_063,cb4,schema_4_4,4,80.56920689134728,3.635574023210235,2,all,far
sub_063,cb4,schema_4_4,5,55.416269759489246,11.163195714790756,2,all,far
sub_063,cb4,schema_4_4,6,110.24712854600149,18.61358083235282,2,all,far
sub_063,cb4,schema_4_4,7,67.93210954416676,35.010933398559075,2,all,far
sub_063,cb4,schema_4_4,8,122.9749495143124,59.42293480285469,2,all,far
sub_063,cb4,schema_4_4,1,379.1526689051399,NA,2,all,near
sub_063,cb4,schema_4_4,2,171.4969450280156,37.99283236685851,2,all,near
sub_063,cb4,schema_4_4,3,174.67222946681403,51.92984811576041,2,all,near
sub_063,cb4,schema_4_4,4,151.53649173173534,84.32837136110265,2,all,near
sub_063,cb4,schema_4_4,5,157.90368570452836,101.69574327862345,2,all,near
sub_063,cb4,schema_4_4,6,126.1044128108646,87.6523388643721,2,all,near
sub_063,cb4,schema_4_4,7,62.893663780171764,52.105145923930074,2,all,near
sub_063,cb4,schema_4_4,8,133.79523646889686,72.12249313220225,2,all,near
sub_063,cb4,schema_6_0,1,193.44048822303768,105.2520301301537,2,all,far
sub_063,cb4,schema_6_0,2,119.93786656387834,85.46107238189647,2,all,far
sub_063,cb4,schema_6_0,3,124.51610505177644,30.664641363027247,2,all,far
sub_063,cb4,schema_6_0,4,27.029648709202363,11.258874089683873,2,all,far
sub_063,cb4,schema_6_0,5,107.72207908015673,70.44744262036798,2,all,far
sub_063,cb4,schema_6_0,6,96.08694426121943,53.28844245740107,2,all,far
sub_063,cb4,schema_6_0,7,19.77564766000969,9.228073130802093,2,all,far
sub_063,cb4,schema_6_0,8,36.53246110787657,30.0406954855592,2,all,far
sub_063,cb4,schema_6_0,1,130.39570831057546,20.861345355617377,2,all,near
sub_063,cb4,schema_6_0,2,145.0813943749534,47.641161133185705,2,all,near
sub_063,cb4,schema_6_0,3,103.18706670711076,103.81004949157973,2,all,near
sub_063,cb4,schema_6_0,4,25.35560991772661,8.819059648276305,2,all,near
sub_063,cb4,schema_6_0,5,75.07721625462224,78.58459085974211,2,all,near
sub_063,cb4,schema_6_0,6,69.55594163029494,48.71826340835331,2,all,near
sub_063,cb4,schema_6_0,7,26.19492806755987,7.352122737714301,2,all,near
sub_063,cb4,schema_6_0,8,24.190043566292815,7.887382721879231,2,all,near
sub_064,cb3,schema_2_2,1,182.99696371754118,48.12892644584583,2,all,far
sub_064,cb3,schema_2_2,2,73.98700260779717,3.7273195107800543,2,all,far
sub_064,cb3,schema_2_2,3,94.65921556503929,8.007767337445628,2,all,far
sub_064,cb3,schema_2_2,4,56.84388997612491,51.87496737610755,2,all,far
sub_064,cb3,schema_2_2,5,71.69057800310487,64.92976452805972,2,all,far
sub_064,cb3,schema_2_2,6,87.47978032917392,70.0866443241989,2,all,far
sub_064,cb3,schema_2_2,7,96.39860227496959,22.617595017425494,2,all,far
sub_064,cb3,schema_2_2,8,68.11251436467124,87.486219882634785,2,all,far
sub_064,cb3,schema_2_2,1,165.7590434380749,34.29159238397959,2,all,near
sub_064,cb3,schema_2_2,2,119.49822880729639,2.8855168650197696,2,all,near
sub_064,cb3,schema_2_2,3,121.26725181109552,68.2509911840769,2,all,near
sub_064,cb3,schema_2_2,4,224.73389830117134,126.85896373515673,2,all,near
sub_064,cb3,schema_2_2,5,161.95002614071407,104.33950665871626,2,all,near
sub_064,cb3,schema_2_2,6,193.3185868292204,37.47237807968112,2,all,near
sub_064,cb3,schema_2_2,7,310.43058828338167,20.674552287955756,2,all,near
sub_064,cb3,schema_2_2,8,99.97855835558984,57.396923998730706,2,all,near
sub_064,cb3,schema_4_2,1,166.63693385941662,54.91229432362431,2,all,far
sub_064,cb3,schema_4_2,2,94.71235066788913,89.59606873041437,2,all,far
sub_064,cb3,schema_4_2,3,124.83822090450126,7.377853537270753,2,all,far
sub_064,cb3,schema_4_2,4,180.32564341728596,34.29670424841435,2,all,far
sub_064,cb3,schema_4_2,5,122.82905496038335,54.267435309748926,2,all,far
sub_064,cb3,schema_4_2,6,61.59467612120394,39.21224001593776,2,all,far
sub_064,cb3,schema_4_2,7,113.11626178318025,32.45337094074518,2,all,far
sub_064,cb3,schema_4_2,8,102.26110359258873,100.67013350081145,2,all,far
sub_064,cb3,schema_4_2,1,269.57985733999834,70.163672146270315,2,all,near
sub_064,cb3,schema_4_2,2,120.80603545714924,35.66028533549666,2,all,near
sub_064,cb3,schema_4_2,3,87.5527501593708,93.23865472548724,2,all,near
sub_064,cb3,schema_4_2,4,63.22476855470535,53.75494408298566,2,all,near
sub_064,cb3,schema_4_2,5,116.05821198219887,38.97183558606155,2,all,near
sub_064,cb3,schema_4_2,6,213.03839893543648,89.05103390196362,2,all,near
sub_064,cb3,schema_4_2,7,47.392791225631036,NA,2,all,near
sub_064,cb3,schema_4_2,8,155.79436059155367,9.493874166794717,2,all,near
sub_064,cb3,schema_4_4,1,151.51683032483416,156.9543208649376,2,all,far
sub_064,cb3,schema_4_4,2,203.27519821987457,95.40741210138951,2,all,far
sub_064,cb3,schema_4_4,3,141.34347114086486,102.8418775997695,2,all,far
sub_064,cb3,schema_4_4,4,64.69937393295943,40.33721119399738,2,all,far
sub_064,cb3,schema_4_4,5,193.5975358851016,12.419864330038372,2,all,far
sub_064,cb3,schema_4_4,6,151.14845194035908,121.08910524324183,2,all,far
sub_064,cb3,schema_4_4,7,123.21825185453046,31.469612745789643,2,all,far
sub_064,cb3,schema_4_4,8,187.9857315847655,40.85064898657024,2,all,far
sub_064,cb3,schema_4_4,1,199.72330067666934,89.0653657605866,2,all,near
sub_064,cb3,schema_4_4,2,55.64825981826189,NA,2,all,near
sub_064,cb3,schema_4_4,3,160.14741086415256,22.03654082314696,2,all,near
sub_064,cb3,schema_4_4,4,57.20222503163357,22.666265071561785,2,all,near
sub_064,cb3,schema_4_4,5,59.45728243126018,48.7982381978316,2,all,near
sub_064,cb3,schema_4_4,6,32.85922713890595,20.57168389075545,2,all,near
sub_064,cb3,schema_4_4,7,56.282505104291275,1.5385976746531818,2,all,near
sub_064,cb3,schema_4_4,8,46.770539549286475,42.57178560937811,2,all,near
sub_064,cb3,schema_6_0,1,138.62101247795368,28.178534477107473,2,all,far
sub_064,cb3,schema_6_0,2,118.50803932697076,134.24322091211096,2,all,far
sub_064,cb3,schema_6_0,3,142.0105298201722,133.7938074388777,2,all,far
sub_064,cb3,schema_6_0,4,111.48778094236245,25.512454697639818,2,all,far
sub_064,cb3,schema_6_0,5,139.2436699935404,69.93172421772213,2,all,far
sub_064,cb3,schema_6_0,6,162.2467881040629,155.86895078377273,2,all,far
sub_064,cb3,schema_6_0,7,156.00489413964263,185.48209755947147,2,all,far
sub_064,cb3,schema_6_0,8,40.869310662909115,24.855340683256813,2,all,far
sub_064,cb3,schema_6_0,1,132.69284343594194,103.787619241996,2,all,near
sub_064,cb3,schema_6_0,2,68.44037419784377,48.99168082920392,2,all,near
sub_064,cb3,schema_6_0,3,150.5434030180552,130.67966625163675,2,all,near
sub_064,cb3,schema_6_0,4,182.69663587870434,1.6578701277771792,2,all,near
sub_064,cb3,schema_6_0,5,81.09029130995266,93.30430384867772,2,all,near
sub_064,cb3,schema_6_0,6,134.88764525626456,82.73244221943771,2,all,near
sub_064,cb3,schema_6_0,7,133.26788675001893,61.716778743876425,2,all,near
sub_064,cb3,schema_6_0,8,106.84608897924117,85.9176188033194,2,all,near
sub_065,cb3,schema_2_2,1,131.30575828391,131.507608443324,2,all,far
sub_065,cb3,schema_2_2,2,93.52114245796034,25.241589633451923,2,all,far
sub_065,cb3,schema_2_2,3,66.33250878310842,30.666228616924823,2,all,far
sub_065,cb3,schema_2_2,4,29.474488385950195,1.7163083291724082,2,all,far
sub_065,cb3,schema_2_2,5,47.48960630545359,1.7016481463148827,2,all,far
sub_065,cb3,schema_2_2,6,22.824536079329008,13.33119934719413,2,all,far
sub_065,cb3,schema_2_2,7,31.43243445662855,17.923103770477724,2,all,far
sub_065,cb3,schema_2_2,8,26.912303549223978,2.657885598867206,2,all,far
sub_065,cb3,schema_2_2,1,214.48078447225322,32.63596778209507,2,all,near
sub_065,cb3,schema_2_2,2,157.50313891041424,9.384271440753247,2,all,near
sub_065,cb3,schema_2_2,3,34.87881996661562,27.72580218340067,2,all,near
sub_065,cb3,schema_2_2,4,77.41218972953541,47.09952264935451,2,all,near
sub_065,cb3,schema_2_2,5,40.83452753916166,19.906416805822435,2,all,near
sub_065,cb3,schema_2_2,6,23.246918185920116,22.779182896989695,2,all,near
sub_065,cb3,schema_2_2,7,37.077309639647474,6.199989194477922,2,all,near
sub_065,cb3,schema_2_2,8,46.82450844093158,48.462496089971346,2,all,near
sub_065,cb3,schema_4_2,1,63.700796526014706,58.659079126100124,2,all,far
sub_065,cb3,schema_4_2,2,76.79033879719088,49.75805969734765,2,all,far
sub_065,cb3,schema_4_2,3,181.10360211772922,118.8673257038534,2,all,far
sub_065,cb3,schema_4_2,4,168.04165968249168,57.642783523411104,2,all,far
sub_065,cb3,schema_4_2,5,60.66091912083584,62.52680467487807,2,all,far
sub_065,cb3,schema_4_2,6,93.50626113176932,8.495625541080555,2,all,far
sub_065,cb3,schema_4_2,7,98.8908131598853,111.313171570901,2,all,far
sub_065,cb3,schema_4_2,8,19.99827627705337,23.679150362984316,2,all,far
sub_065,cb3,schema_4_2,1,173.6225585854802,92.50456627334692,2,all,near
sub_065,cb3,schema_4_2,2,150.5518445595124,18.373188493395915,2,all,near
sub_065,cb3,schema_4_2,3,254.17438786353117,NA,2,all,near
sub_065,cb3,schema_4_2,4,97.74559030535605,111.59573359977523,2,all,near
sub_065,cb3,schema_4_2,5,118.59721277936531,119.9941596407464,2,all,near
sub_065,cb3,schema_4_2,6,30.44329399545221,5.515460757720789,2,all,near
sub_065,cb3,schema_4_2,7,27.595011554403293,10.539000454584343,2,all,near
sub_065,cb3,schema_4_2,8,22.036955483938385,10.103559618019148,2,all,near
